ID	adj.P.Val	P.Value	logFC	Gene.symbol
209066_x_at	0.834	0.33763031	0.0783587	UQCRB
207631_at	0.834	0.33765453	-0.11145543	NBR2
1559995_at	0.835	0.33773499	-0.08581732	SAMD14
205917_at	0.835	0.33775901	-0.12023023	ZNF264
230155_x_at	0.835	0.33777291	-0.11156173	MSL1
238271_x_at	0.835	0.33778538	-0.09178297	
237479_at	0.835	0.33780332	-0.05811643	
217174_s_at	0.835	0.33784019	-0.0815212	APC2
1557985_s_at	0.835	0.33784218	-0.09473762	CEP78
229824_at	0.835	0.33784543	-0.06373045	SHC3
235794_at	0.835	0.33785235	-0.06060921	MOBP
227166_at	0.835	0.33786587	-0.06795704	DNAJC18
223352_s_at	0.835	0.33788974	-0.09528928	C17orf80
239402_at	0.835	0.33789583	-0.06353324	
231929_at	0.835	0.33791885	0.14457897	IKZF2
219289_at	0.835	0.33793366	-0.1178394	HEATR3
241294_at	0.835	0.33795133	-0.05458601	
225653_at	0.835	0.33796209	0.05746718	TGFBRAP1
212777_at	0.835	0.33797656	0.09195675	SOS1
239551_at	0.835	0.33798401	-0.06057237	
232417_x_at	0.835	0.33798645	0.08521826	ZDHHC11
216959_x_at	0.835	0.33798958	-0.08157494	NRCAM
203957_at	0.835	0.33802689	0.12266505	E2F6
204648_at	0.835	0.33811685	-0.09730957	NPR1
232929_at	0.835	0.3382142	0.33020106	ZBTB20
214564_s_at	0.835	0.33822184	-0.07467656	PCDHGC3
204308_s_at	0.835	0.33824182	-0.12225888	TECPR2
222030_at	0.835	0.33834509	-0.15281699	SIVA1
242033_at	0.835	0.33835006	0.08431789	RNF180
AFFX-PheX-3_at	0.835	0.33835697	-0.08729326	
214074_s_at	0.835	0.33838325	-0.08672961	CTTN
241034_at	0.835	0.33845381	-0.06004994	GLS
204683_at	0.835	0.3384615	0.20001073	ICAM2
225491_at	0.835	0.33849425	-0.34571989	SLC1A2
242536_at	0.835	0.33850028	-0.14939028	
243570_at	0.835	0.33852229	-0.08167703	SPCS2
211749_s_at	0.835	0.33852934	0.27253305	VAMP3
222971_at	0.835	0.33855684	-0.07174747	NDUFA2
228933_at	0.835	0.33856726	-0.05832652	NHS
1555935_s_at	0.835	0.3385734	0.15781028	HUNK
211404_s_at	0.835	0.33858688	0.15726264	APLP2
1560619_at	0.835	0.33859573	0.05280949	LINC00935
203052_at	0.835	0.33861393	-0.12796748	C2
1558275_at	0.835	0.3386243	-0.10846694	
222566_at	0.835	0.3386272	-0.13665562	KMT5B
212354_at	0.835	0.3386286	-0.20499724	SULF1
235610_at	0.835	0.33866106	-0.09103637	ALKBH8
1570140_at	0.835	0.33870735	-0.09138324	LOC102725207///LOC100996760///ANXA8L1///ANXA8
243499_at	0.835	0.33873334	-0.0940582	
216478_at	0.835	0.33875367	0.06127988	
201116_s_at	0.835	0.33883236	-0.34197874	CPE
242678_at	0.835	0.33886601	0.06994234	
201292_at	0.835	0.33890447	-0.11610521	TOP2A
207465_at	0.835	0.33892394	-0.05304649	LOC100127886
222161_at	0.835	0.3389347	0.06022748	NAALAD2
211270_x_at	0.835	0.33893647	0.12412248	PTBP1
233602_at	0.835	0.33896961	0.05475075	
231560_at	0.835	0.33898562	-0.04838982	
224986_s_at	0.835	0.3389872	-0.12877057	LOC101060747///PDPK1
226039_at	0.835	0.33899426	0.24901442	MGAT4A
1558421_a_at	0.835	0.33899826	-0.11961989	C14orf180
217282_at	0.835	0.3390152	-0.05890731	MAN1A2
207757_at	0.835	0.33904694	-0.07629505	ZFP2
209593_s_at	0.835	0.33906565	0.11148342	TOR1B
1555033_a_at	0.835	0.33906594	0.06443218	RGS12
215039_at	0.835	0.3390686	-0.09041751	LINC01140
202387_at	0.835	0.33907345	0.12402608	BAG1
235503_at	0.835	0.33912215	0.05157254	ASB5
236200_at	0.835	0.33913485	0.08793408	FAF1
236747_at	0.835	0.33914417	-0.07155279	CLIP1-AS1
1558497_a_at	0.835	0.33915172	0.05479527	LOC100505609
212669_at	0.835	0.33916646	0.1308047	CAMK2G
37547_at	0.835	0.33917946	0.0455349	BBS9
223408_s_at	0.835	0.33918687	-0.15792376	FOXK2
1566242_at	0.835	0.33921295	-0.06869953	
219038_at	0.835	0.33923005	-0.2077926	MORC4
212334_at	0.835	0.33923278	0.11752235	GNS
218698_at	0.835	0.33923453	0.15619069	APIP
1562871_at	0.835	0.33923888	-0.09437263	AOX2P
210694_s_at	0.835	0.33929565	-0.10195939	MID1
214514_at	0.835	0.33929691	-0.08010334	MCM3AP
213479_at	0.835	0.33930305	0.16814697	NPTX2
206014_at	0.835	0.33931712	-0.07616309	ACTL6B
210782_x_at	0.835	0.33931926	-0.0940056	GRIN1
230657_at	0.835	0.33934965	-0.06166346	TMEM165
232354_at	0.835	0.33936069	-0.11341324	
1569941_at	0.835	0.33936359	-0.06151572	
242778_at	0.835	0.33936585	-0.08657661	LPXN
205861_at	0.835	0.339367	0.07621865	SPIB
242043_s_at	0.835	0.33939696	0.10940072	
228687_at	0.835	0.33939814	-0.09102404	ZNF777
205193_at	0.835	0.3394187	0.31993075	MAFF
202082_s_at	0.835	0.33942417	0.16957642	SEC14L1
229046_s_at	0.835	0.33943389	-0.08591693	PLEKHB1
1555340_x_at	0.835	0.33946354	-0.08411724	RAP1A
243041_s_at	0.835	0.33948254	-0.15728274	
210525_x_at	0.835	0.33949352	-0.06382352	EFCAB11
215470_at	0.835	0.33951661	0.20085366	GTF2H2B
1552507_at	0.835	0.33956703	0.09356573	KCNE4
237897_at	0.835	0.33958255	-0.0689705	IAH1
215695_s_at	0.835	0.3396314	-0.24453285	GYG2
231620_at	0.835	0.33963918	0.05971854	LOC101929315
208394_x_at	0.835	0.33965217	-0.13701596	ESM1
201248_s_at	0.835	0.33965921	-0.13277523	SREBF2
215512_at	0.835	0.3396943	0.0807888	MARCH6
241801_at	0.835	0.33969563	0.07618434	PGAP1
1561775_at	0.835	0.339698	-0.06032173	
227098_at	0.835	0.33970647	-0.05847056	DUSP18
1553781_at	0.835	0.33970979	0.05650972	ZC3HAV1L
1552696_at	0.835	0.33971282	-0.06125889	NIPA1
1570198_x_at	0.835	0.33971484	-0.10509271	
233798_at	0.835	0.33974081	-0.06374611	
241048_at	0.835	0.33974474	-0.07759	
1557411_s_at	0.835	0.33974632	0.23653623	SLC25A43
1564785_at	0.835	0.33975266	-0.09469792	LINC01599
235575_at	0.835	0.33978352	0.08054642	
231427_at	0.835	0.33981702	-0.08181908	LOC284648
1561233_at	0.835	0.3398202	-0.08438383	LOC283387
215755_at	0.835	0.33982416	-0.06975424	
237238_at	0.835	0.33985033	0.10702629	WWC1
1552578_a_at	0.835	0.33985097	-0.0710902	MYO3B
233837_at	0.835	0.33985922	-0.11486847	GGT1
238302_at	0.835	0.33987972	0.06287427	
1556097_at	0.835	0.33990576	0.15388338	HOMER2
1555676_s_at	0.835	0.3399083	0.07078568	GSX1
208643_s_at	0.835	0.33991785	0.23106152	XRCC5
238272_at	0.835	0.33992408	-0.05727823	TPMT
204116_at	0.835	0.33994141	0.1809561	IL2RG
216539_at	0.835	0.33995296	-0.05694804	ATXN3L
230240_at	0.835	0.33996163	0.15174863	
242072_at	0.835	0.33996509	-0.08023464	
220855_at	0.835	0.33997104	-0.10767323	CLTC-IT1
1560846_at	0.835	0.33997666	-0.05323408	CACUL1
1560251_at	0.835	0.3399806	-0.06526181	LOC645485
228941_at	0.835	0.33998085	-0.10281998	ALG10B///ALG10
216743_at	0.835	0.340013	-0.05982435	
227825_at	0.835	0.34003339	-0.12229355	NAIF1
241509_at	0.835	0.34003515	-0.10877817	
207836_s_at	0.835	0.34006372	0.23712179	RBPMS
221529_s_at	0.835	0.34012403	-0.11248457	PLVAP
237214_at	0.835	0.34020275	-0.05912921	TFRC
204815_s_at	0.836	0.34026279	-0.09872593	DHX34
207884_at	0.836	0.34026998	-0.07911662	GUCY2D
206470_at	0.836	0.34031016	0.1371819	PLXNC1
1553067_a_at	0.836	0.34032693	-0.05754905	GNRHR2
212804_s_at	0.836	0.34038074	0.10130163	GAPVD1
242405_at	0.836	0.34040704	0.12433206	
222669_s_at	0.836	0.34041405	0.11836018	SBDSP1///SBDS
234146_at	0.836	0.3404892	-0.07871623	B3GAT2
222025_s_at	0.836	0.34050066	-0.1956004	OPLAH
217138_x_at	0.836	0.34051466	-0.11017595	IGLC1
240550_at	0.836	0.34053591	-0.07966078	
1562458_at	0.836	0.34056479	-0.07253798	UBE2W
232607_at	0.836	0.34065366	-0.07700637	
210363_s_at	0.836	0.34067992	-0.09680043	SCN2B
219835_at	0.836	0.34068045	-0.12052434	PRDM8
232843_s_at	0.836	0.34068408	0.26566195	DOCK8
208900_s_at	0.836	0.34069442	0.263988	TOP1
228418_at	0.836	0.34071706	0.21725275	EXOC5
205557_at	0.836	0.34080516	0.09403199	LOC149684///BPI
1556299_s_at	0.836	0.34080851	0.05688638	C12orf76
71933_at	0.836	0.34080943	-0.09797291	WNT6
212722_s_at	0.836	0.34084814	0.10926397	JMJD6
207644_at	0.836	0.34085437	0.06808623	FOXH1
209559_at	0.836	0.34086316	-0.0848543	HIP1R
203785_s_at	0.836	0.34089334	0.24326184	DDX28
235541_at	0.836	0.34092127	-0.06917834	LAS1L
241464_s_at	0.836	0.34092785	0.06965672	
227429_at	0.836	0.34098993	-0.09475011	CRACR2B
213675_at	0.836	0.34100105	-0.12355288	PARVA
241929_at	0.836	0.34101015	-0.22038637	
232551_at	0.836	0.34101077	0.12216138	SLC26A6
212309_at	0.836	0.3410431	0.11501363	CLASP2
219618_at	0.836	0.34109344	0.09630751	IRAK4
238120_at	0.836	0.34109927	0.08906339	RPH3AL
223583_at	0.836	0.34111688	-0.10016025	TNFAIP8L2
222951_s_at	0.836	0.3411323	-0.05185465	ANKEF1
1554872_a_at	0.836	0.34113454	-0.1151369	HMGCLL1
1562582_at	0.836	0.34114016	-0.06434362	
218840_s_at	0.836	0.34114609	-0.1554091	NADSYN1
202576_s_at	0.836	0.34116545	0.09467442	DDX19A///DDX19B
205113_at	0.836	0.34117091	0.07778324	NEFM
233929_x_at	0.836	0.34117268	-0.24300384	MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P
202656_s_at	0.836	0.34117274	-0.32119206	SERTAD2
217235_x_at	0.836	0.34120403	0.12062118	IGLL5
210064_s_at	0.836	0.3412295	-0.06960953	UPK1B
1561014_at	0.837	0.34134346	-0.07252038	
224705_s_at	0.837	0.34135521	0.17600907	TNRC6A
221474_at	0.837	0.34139663	0.11025645	MYL12B
222973_at	0.837	0.34142802	-0.11417008	
1559755_at	0.837	0.34144442	0.07428418	C21orf62-AS1
223917_s_at	0.837	0.34151788	-0.13316078	SLC39A3
206854_s_at	0.837	0.34152407	0.17752582	MAP3K7
201736_s_at	0.837	0.34159042	0.11830971	MARCH6
206564_at	0.837	0.34159559	-0.11322771	OPRL1
237553_at	0.837	0.34159949	0.07187682	LZTFL1
221160_s_at	0.837	0.3416281	-0.08095451	CABP5
220623_s_at	0.837	0.34163263	0.06056572	TSGA10
206920_s_at	0.837	0.34164765	0.10890738	GLE1
214813_at	0.837	0.34165019	-0.08749624	ZNF75D
241487_at	0.837	0.34168809	0.05860484	
227260_at	0.837	0.34169145	0.44857629	
230897_at	0.837	0.34173113	-0.08170675	CCDC30///PPCS
228423_at	0.837	0.34173183	-0.06802496	MAP9
1555165_a_at	0.837	0.34174095	-0.0553055	PGPEP1
214968_at	0.837	0.34177599	-0.07288387	DDX51
1558522_at	0.837	0.34180807	0.0775886	MPP6
221100_at	0.837	0.34183466	-0.09907882	C6orf15
202105_at	0.837	0.34185813	-0.11432482	IGBP1
227644_at	0.837	0.34187631	-0.10910051	RIMS4
227272_at	0.837	0.34187777	-0.12736724	C15orf52
213700_s_at	0.837	0.341881	-0.06828262	PKM
240953_at	0.837	0.34189201	-0.07923976	
201566_x_at	0.837	0.34193114	0.18776503	ID2
1561059_a_at	0.837	0.34193612	-0.07051457	LINC00691
232585_at	0.837	0.34193703	0.05747738	TLK2
201419_at	0.837	0.3419472	-0.16860545	BAP1
207977_s_at	0.837	0.34196782	0.22847147	DPT
216179_x_at	0.837	0.34197038	0.09377756	
209899_s_at	0.837	0.34197142	-0.16760638	PUF60
211540_s_at	0.837	0.34198172	0.07939458	RB1
58367_s_at	0.837	0.34198429	-0.11366617	ZNF419
233675_s_at	0.837	0.34200791	-0.05524799	TPTE2P6
1554724_at	0.837	0.3420734	0.05267023	SLC6A11
1563379_at	0.837	0.34210384	-0.05676538	
226714_at	0.837	0.34210784	-0.10981147	SAMD4B
210943_s_at	0.837	0.34214316	0.20058521	LYST
1562585_at	0.837	0.34220402	0.05199384	LOC284263
1554125_a_at	0.837	0.34220834	-0.05026908	NLGN4Y
207646_s_at	0.837	0.34221353	0.09260808	CDY1B///CDY2B///CDY2A///CDY1
229205_at	0.837	0.34225792	-0.07718424	ZNF793-AS1
212957_s_at	0.837	0.3422593	-0.13273665	LINC01278
212390_at	0.837	0.34227375	0.18310734	LOC101930416///LOC101929792///LOC100996724///PDE4DIP
228731_at	0.837	0.34228494	-0.30963713	GUCY1A2
207086_x_at	0.837	0.34228618	-0.0722995	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1
233957_at	0.837	0.34229079	-0.0482038	
1563671_at	0.837	0.34230444	-0.05881136	LACE1
40225_at	0.837	0.3423121	-0.12509309	GAK
220480_at	0.837	0.34234442	-0.12420005	HAND2
228696_at	0.837	0.34235308	0.15035238	SLC45A3
223745_at	0.837	0.34240281	-0.06696746	C16orf95
222410_s_at	0.837	0.34240401	0.14686103	SNX6
223646_s_at	0.837	0.34241207	-0.46646272	TXLNGY
219594_at	0.837	0.34241745	-0.30046078	NINJ2
232268_at	0.837	0.34244849	0.05999187	
231655_x_at	0.837	0.34248114	-0.08530565	SERPINB6
219359_at	0.837	0.34250161	-0.17339692	PGGHG
215845_x_at	0.837	0.34254135	0.1191192	
218222_x_at	0.837	0.34257865	-0.12947238	ARNT
1553959_a_at	0.837	0.34258754	0.1871527	B3GALT6
1552276_a_at	0.837	0.34263141	0.08721514	VPS18
241045_at	0.837	0.34265522	0.0878831	KDM8
204998_s_at	0.838	0.34282314	0.28836272	ATF5
224407_s_at	0.838	0.34282864	0.12383862	STK26
204016_at	0.838	0.34283873	-0.09523021	LARS2
214036_at	0.838	0.3428455	-0.12693568	EFNA5
205854_at	0.838	0.34284806	-0.17018326	TULP3
211126_s_at	0.838	0.34288408	0.18878026	CSRP2
207833_s_at	0.838	0.34289084	-0.10065794	HLCS
243176_at	0.838	0.34289675	0.08064206	LOC101929356///ARL5A
210997_at	0.838	0.34291926	-0.16801296	HGF
241586_at	0.838	0.3429453	0.04976299	
236147_at	0.838	0.34295116	0.11055392	
206937_at	0.838	0.34295294	-0.06803606	SPTA1
1553967_at	0.838	0.34297399	-0.07309102	ADAT3
216793_x_at	0.838	0.34300363	-0.04993101	LOC100289518
234128_at	0.838	0.34300904	-0.0933505	
210633_x_at	0.838	0.34303737	-0.09690754	KRT10
241477_at	0.838	0.34307015	-0.09494697	MIR631///NEIL1
1563259_at	0.838	0.34308524	-0.06876301	
1567250_at	0.838	0.34310484	0.07111394	OR10A3
201952_at	0.838	0.34311541	-0.21222298	ALCAM
230324_at	0.838	0.34315068	-0.09391343	
234629_at	0.838	0.34319146	0.06914013	
219247_s_at	0.838	0.34323894	0.13959793	ZDHHC14
1556289_at	0.838	0.34326143	0.06055668	LOC100506016
233806_at	0.838	0.34326863	-0.06571912	
201924_at	0.838	0.34335311	0.15938114	AFF1
223958_s_at	0.838	0.34335946	0.06232889	DNAL1
228090_at	0.838	0.34336991	-0.08341088	NMNAT3
241597_at	0.838	0.34337163	0.08355308	
242612_at	0.838	0.34338825	0.08926607	
225062_at	0.838	0.34340563	0.30339784	LOC102724951///LOC389831
1561732_at	0.838	0.34345827	-0.0927842	LOC101929181
205846_at	0.838	0.34347568	0.21436126	PTPRB
219097_x_at	0.838	0.34348977	-0.12537476	SMIM7
233720_at	0.838	0.34354672	-0.27128905	SORBS2
210874_s_at	0.838	0.34356967	-0.10921336	NAT6
230863_at	0.838	0.34357308	0.09970391	LRP2
1555460_a_at	0.838	0.34358539	0.16746007	SLC39A6
232679_at	0.838	0.34358659	0.05839133	
225825_at	0.838	0.34358745	-0.12636217	C20orf194
203273_s_at	0.838	0.34359491	-0.06795592	TUSC2
241624_at	0.838	0.34361373	0.05834528	LOC389834
208838_at	0.838	0.34362041	0.08390946	CAND1
208654_s_at	0.838	0.34362764	0.22376663	CD164
233992_x_at	0.838	0.34363437	0.07902619	ZNF445
224682_at	0.838	0.34366213	0.1169482	ANKIB1
221072_at	0.838	0.3436659	-0.07911751	GSN-AS1
234440_at	0.838	0.3436781	-0.09414286	TRDV3
237845_at	0.838	0.34370956	-0.09706235	LOC101927552
238265_x_at	0.838	0.34375766	-0.08542781	
227274_at	0.838	0.34376568	-0.11076416	SYNJ2BP-COX16///SYNJ2BP
211581_x_at	0.838	0.3437697	0.16270642	LST1
217211_at	0.838	0.34378251	0.17436018	ACTBP9
201085_s_at	0.838	0.34379117	0.15677549	SON
207618_s_at	0.838	0.34379308	-0.10546214	BCS1L
219543_at	0.838	0.3437946	0.12771186	PBLD
209837_at	0.838	0.3438311	-0.08776018	AP4M1
218033_s_at	0.838	0.34386891	0.08669007	SNN
206398_s_at	0.838	0.34387031	-0.08481955	CD19
244706_at	0.838	0.34391293	0.08293909	PCMTD1
216011_at	0.838	0.34392215	-0.07362757	SLC39A9
236100_at	0.838	0.34394155	-0.08922671	FBXO10
1559310_at	0.838	0.34401074	0.05682235	
229245_at	0.838	0.34401908	0.12591063	PLEKHA6
1553746_a_at	0.838	0.34402183	0.06189751	OTOGL
221270_s_at	0.838	0.34402308	-0.14735281	QTRT1
214353_at	0.838	0.34404372	-0.07700639	
221195_at	0.838	0.34406712	0.09141994	RNFT1
1552999_a_at	0.838	0.34408462	0.08914216	WFDC10B
232462_s_at	0.838	0.34408783	-0.07848477	A1BG-AS1
235068_at	0.838	0.34410136	0.0836187	ZDHHC21
228784_at	0.838	0.34410627	-0.10979881	ST3GAL2
1569383_s_at	0.838	0.34411453	-0.06512441	ZFYVE28
244569_at	0.838	0.34412509	-0.0794902	C8orf37
236925_at	0.838	0.3441403	-0.09123486	
215100_at	0.838	0.34415546	0.08752045	ADTRP
203073_at	0.838	0.34416476	-0.09853496	COG2
215844_at	0.838	0.34418216	-0.09789316	TNPO2
1567058_at	0.838	0.34422037	-0.06058243	OR8G2
220171_x_at	0.838	0.34424539	0.08625169	GPALPP1
203557_s_at	0.838	0.34427025	-0.14483735	PCBD1
222020_s_at	0.838	0.34427387	-0.09628484	LOC102725271///NTM
217802_s_at	0.838	0.34428385	0.13146736	NUCKS1
215743_at	0.838	0.3442885	-0.13970291	NMT2
204129_at	0.838	0.34429827	-0.06641364	BCL9
207688_s_at	0.838	0.34429828	0.28687085	INHBC
1557767_at	0.838	0.34429927	0.08953042	NANOS2
242372_s_at	0.838	0.34431695	0.06401597	MFSD4A
211947_s_at	0.838	0.34431886	-0.10567017	PRRC2C
234862_at	0.838	0.34436291	-0.07403026	
1564240_at	0.838	0.34438206	-0.06935282	LOC100130856///PSPN
205496_at	0.838	0.34441273	-0.05433652	KIAA0408
234046_at	0.838	0.34441869	-0.08220192	
236256_at	0.838	0.34442577	0.0779584	
1559492_at	0.838	0.34445653	-0.04885062	LOC100506844
1557290_at	0.838	0.34452672	-0.05743252	DPY19L2P4
212078_s_at	0.838	0.3445275	-0.11047136	KMT2A
1570197_at	0.838	0.34458492	-0.11312156	
243305_at	0.838	0.34458935	-0.08888201	
215959_at	0.838	0.3445937	-0.09473153	
242703_at	0.838	0.3446244	-0.06185796	
38290_at	0.838	0.34463574	0.18651916	RGS14
210942_s_at	0.838	0.34464265	0.25026878	ST3GAL6
1553320_s_at	0.838	0.34466399	0.05378825	CDC14C
236357_at	0.838	0.34467473	-0.07521223	LMBR1
205765_at	0.838	0.34468798	0.21011462	CYP3A5
240528_s_at	0.838	0.34469685	-0.13782501	EXOC4
38037_at	0.838	0.3447219	-0.15662124	HBEGF
1561847_at	0.838	0.34474019	-0.08734373	NUDT17
201280_s_at	0.838	0.34474753	0.17705354	LOC101926921///DAB2
1558570_at	0.838	0.34474899	0.0613517	LOC145783///ZNF280D
1559144_x_at	0.838	0.34475425	-0.06547102	LINC00910
217969_at	0.838	0.3447584	-0.20290115	VPS51
1563069_at	0.838	0.3447775	-0.10169233	LOC105372761
212288_at	0.838	0.34478383	-0.13963491	FNBP1
223822_at	0.838	0.34478675	-0.15397555	SUSD4
213920_at	0.838	0.34479101	-0.52164289	CUX2
234482_at	0.838	0.34480466	0.07264485	
222299_x_at	0.838	0.34483517	0.0543462	
203441_s_at	0.838	0.34483805	-0.12143794	CDH2
208769_at	0.838	0.34484249	0.14631063	EIF4EBP2
240010_at	0.838	0.34484459	-0.07654398	
215699_x_at	0.838	0.34485502	0.09064449	SFI1
219384_s_at	0.838	0.34490932	-0.09195718	ADAT1
211053_at	0.838	0.3449272	0.07004599	KCNG1
201613_s_at	0.838	0.34492727	-0.08659191	AP1G2
231447_at	0.838	0.34493606	0.08452922	LINC00851
231567_s_at	0.838	0.34494472	-0.07815045	CCDC62
223900_s_at	0.838	0.34496392	0.08166002	SMIM4
227250_at	0.838	0.34498926	0.14482981	KREMEN1
231794_at	0.838	0.34499064	-0.08089204	CTLA4
211670_x_at	0.838	0.34500674	-0.07234384	SSX3
1564112_at	0.838	0.34514361	-0.09103696	FAM71A
1560209_at	0.838	0.3451605	-0.06484897	
235352_at	0.838	0.34517274	0.16703032	MR1
211074_at	0.838	0.34518319	0.19575257	FOLR1
215303_at	0.838	0.34519192	-0.05844961	DCLK1
203018_s_at	0.838	0.34525779	0.09815915	SSX2IP
1438_at	0.838	0.34527375	0.08794152	EPHB3
243181_at	0.838	0.34527487	0.05748628	ANKIB1
224984_at	0.838	0.34528079	0.13253895	NFAT5
242196_at	0.838	0.34530217	-0.09206617	ARHGAP32
221388_at	0.839	0.34535281	-0.07615559	OR1A1
229727_x_at	0.839	0.34536746	-0.10457022	C2CD4B
209664_x_at	0.839	0.34538768	-0.08538344	NFATC1
238849_at	0.839	0.34538771	0.0952935	ACY1
200593_s_at	0.839	0.3453942	0.11670802	HNRNPU
235195_at	0.839	0.34546811	0.11476693	FBXW2
1556829_at	0.839	0.34550235	-0.08377617	TIPARP-AS1
240168_at	0.839	0.34550368	0.07699603	XPO7
215957_at	0.839	0.34551141	-0.04580999	UBE2D1
227168_at	0.839	0.34551447	-0.08874674	MIAT
231738_at	0.839	0.34552002	-0.07484702	PCDHB7
239959_x_at	0.839	0.34552753	0.13114962	
1553560_at	0.839	0.34553408	-0.06803376	VN1R4
1556783_a_at	0.839	0.34557225	0.0583364	
243428_at	0.839	0.3455987	-0.08025616	LOC101927338///KCNQ1OT1
237999_at	0.839	0.34561194	0.06450748	
1563611_at	0.839	0.34562153	-0.0706597	
237301_at	0.839	0.34564017	-0.06206643	
241360_at	0.839	0.34564154	-0.07132507	CCDC15
213243_at	0.839	0.34565629	0.12737632	VPS13B
1563117_at	0.839	0.34569374	-0.08679314	LOC388456
1564662_at	0.839	0.34569766	0.0468168	ZNF852
208232_x_at	0.839	0.34572571	-0.11983144	NRG1
237120_at	0.839	0.34573	-0.07915054	KRT77
230951_at	0.839	0.34573965	-0.17575042	EPB41L5
216851_at	0.839	0.34574727	-0.07527579	IGLL5///IGLJ3///IGLV3-19
211718_at	0.839	0.34577576	-0.08607511	MGC2889
224638_at	0.839	0.3458372	0.09270172	SPPL3
204301_at	0.839	0.3458455	0.24320055	KBTBD11
237628_at	0.839	0.34585129	-0.07363524	
208541_x_at	0.839	0.34586197	0.11408766	TFAM
220850_at	0.839	0.34586223	-0.07010525	MORC1
212166_at	0.839	0.34588302	-0.07798053	XPO7
1567022_at	0.839	0.34589419	0.06619368	OR5AK4P
207931_s_at	0.839	0.34589481	-0.07253168	PFKFB2
242524_at	0.839	0.34590458	-0.06239925	CBLN4
202119_s_at	0.839	0.34593565	-0.09549541	CPNE3
1567237_at	0.839	0.34598229	0.08057107	OR2L2
238289_at	0.839	0.34600792	0.17718082	
241001_at	0.839	0.34603469	0.05929416	
221889_at	0.839	0.34604177	0.08892687	KCTD13
219044_at	0.839	0.34604856	-0.15809932	THNSL2
240369_at	0.839	0.34608343	-0.07794005	TTC7A
218094_s_at	0.839	0.3461124	0.07783024	SYS1-DBNDD2///SYS1///DBNDD2
208044_s_at	0.839	0.34611769	0.13046467	PPARD
227820_at	0.839	0.34612327	0.09051156	TBC1D25
234197_at	0.839	0.34614341	0.08027687	ACSM1
241430_at	0.839	0.34614659	-0.07884551	TEX37
1556220_at	0.839	0.34614973	-0.06528229	
215032_at	0.839	0.34615189	-0.22694968	RREB1
236760_at	0.839	0.34619681	0.10431633	AMMECR1
228735_s_at	0.839	0.34621823	0.06953385	PANK2
1556629_a_at	0.839	0.34622892	0.05509472	SNAP25
228063_s_at	0.839	0.34624872	-0.12402668	NAP1L5
212323_s_at	0.839	0.34626175	-0.09708321	VPS13D
1561997_at	0.839	0.3462692	0.09362598	TRIM64EP
242865_at	0.839	0.34637584	-0.29320694	
243409_at	0.839	0.34638024	-0.06292909	FOXL1
214932_at	0.839	0.34641733	-0.09079031	KIDINS220
221159_at	0.839	0.34641954	-0.34935424	
227457_at	0.839	0.34642163	-0.08937866	DDA1
214799_at	0.839	0.34642742	-0.08326825	NFASC
235776_x_at	0.839	0.34644754	-0.07992155	LINC00475
1569545_at	0.839	0.34645036	-0.06322769	
224069_x_at	0.839	0.34649989	0.09142923	P2RX2
235750_at	0.839	0.34655851	-0.0815449	
230003_at	0.839	0.34656388	-0.31322851	SLC16A7
229916_at	0.839	0.34657946	0.05190177	ENPP6
205138_s_at	0.839	0.34658564	-0.07337951	UST
237342_at	0.839	0.34659589	0.07780356	TOLLIP
208916_at	0.839	0.34665686	0.08128834	SLC1A5
207366_at	0.839	0.34667768	-0.09573205	KCNS1
205530_at	0.839	0.34668389	0.12722169	ETFDH
1567320_at	0.839	0.34669593	-0.0899717	
200624_s_at	0.839	0.34670061	0.12484988	SNHG4///MATR3
233819_s_at	0.839	0.34673003	-0.0966787	LTN1
228982_s_at	0.839	0.34675863	-0.06688542	USP42
1558436_a_at	0.839	0.34677078	0.06023454	
234763_at	0.839	0.34683408	-0.07377474	
239499_at	0.839	0.34684295	-0.07859829	DNAH2
234975_at	0.839	0.34685463	0.25341697	GSPT1
1564907_s_at	0.839	0.34686977	0.11833485	SNHG4///MATR3
1558768_at	0.839	0.34692947	-0.10445934	DNAH1
243282_at	0.839	0.34693472	-0.08683542	CCDC93
239222_at	0.839	0.34695194	-0.08298938	SPACA9
229604_at	0.839	0.34695653	-0.08373205	CMAHP
226662_at	0.839	0.34697832	0.11667151	STX17
244497_at	0.839	0.34697991	-0.06183638	PYCARD-AS1
