"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_2337856	8.85e-02	3.43e-02	-2.184173	-4.5815128	-0.20501336	KCND3
ILMN_1704290	8.85e-02	3.44e-02	-2.184092	-4.5816749	-0.33789158	SPTLC2
ILMN_1732410	8.85e-02	3.44e-02	2.18399	-4.5818772	0.32902817	SLC16A9
ILMN_2395156	8.86e-02	3.44e-02	2.183792	-4.5822723	0.45787896	PRELP
ILMN_1670565	8.86e-02	3.44e-02	2.183683	-4.5824898	0.30030743	HSPA13
ILMN_3310785	8.86e-02	3.44e-02	2.183671	-4.5825129	0.71001681	MIR1299
ILMN_1763558	8.86e-02	3.44e-02	-2.183664	-4.5825277	-0.50909121	RGN
ILMN_2386205	8.86e-02	3.44e-02	-2.183594	-4.5826664	-0.24983824	C21orf33
ILMN_1721916	8.86e-02	3.44e-02	2.183561	-4.5827321	0.79744989	LOC389151
ILMN_1717434	8.86e-02	3.44e-02	2.183486	-4.5828816	0.37567754	DFNB31
ILMN_1659744	8.86e-02	3.44e-02	2.183403	-4.583046	0.39236358	PRMT1
ILMN_1791211	8.86e-02	3.44e-02	-2.183089	-4.583672	-0.29039032	DOK2
ILMN_1756694	8.87e-02	3.44e-02	2.183032	-4.5837854	0.32172796	SYN3
ILMN_1774335	8.87e-02	3.44e-02	2.182892	-4.5840644	0.17382584	FLJ45831
ILMN_2367818	8.87e-02	3.45e-02	-2.18282	-4.5842064	-0.24660501	CD40
ILMN_1787378	8.87e-02	3.45e-02	2.182706	-4.584433	0.17665606	ADD3
ILMN_1706070	8.88e-02	3.45e-02	-2.182114	-4.5856126	-0.52204128	GLS2
ILMN_1744765	8.88e-02	3.45e-02	2.182054	-4.5857312	0.44558399	KRT4
ILMN_1772055	8.88e-02	3.45e-02	2.182022	-4.5857946	0.41009625	VARS
ILMN_1700685	8.88e-02	3.45e-02	2.1819	-4.5860373	0.23563338	S100PBP
ILMN_1751393	8.88e-02	3.45e-02	-2.181764	-4.5863088	-0.18608134	ZNF684
ILMN_1801428	8.89e-02	3.46e-02	2.181545	-4.5867441	0.32882451	KRT77
ILMN_2408968	8.89e-02	3.46e-02	-2.181495	-4.586843	-0.43658956	UEVLD
ILMN_1754788	8.89e-02	3.46e-02	-2.18145	-4.5869326	-0.21106223	GMPR2
ILMN_1813620	8.89e-02	3.46e-02	-2.18136	-4.587112	-0.28013552	PARP6
ILMN_1794165	8.89e-02	3.46e-02	-2.181353	-4.5871255	-0.32638049	PGD
ILMN_1771538	8.90e-02	3.46e-02	2.180913	-4.5880012	0.48635547	PSCA
ILMN_2241252	8.90e-02	3.46e-02	2.180641	-4.5885408	0.28245691	LRRC14B
ILMN_2174574	8.90e-02	3.46e-02	-2.180527	-4.5887686	-0.20629602	HNRNPA3P1
ILMN_2160476	8.90e-02	3.46e-02	2.180473	-4.588876	0.36830606	CCL22
ILMN_2301955	8.91e-02	3.46e-02	-2.180359	-4.589102	-0.38163822	THAP1
ILMN_1778104	8.91e-02	3.47e-02	-2.180252	-4.5893156	-0.08313199	ACADM
ILMN_1759419	8.92e-02	3.47e-02	-2.179574	-4.5906629	-0.33157045	ILVBL
ILMN_1781999	8.92e-02	3.47e-02	2.179415	-4.5909794	0.36578486	ABCF2
ILMN_1715703	8.92e-02	3.47e-02	-2.179298	-4.591211	-0.31546393	DALRD3
ILMN_2333774	8.92e-02	3.47e-02	2.179283	-4.5912414	0.24350552	TAGAP
ILMN_1802347	8.93e-02	3.48e-02	2.178797	-4.5922065	0.15195316	FTSJ1
ILMN_2088560	8.93e-02	3.48e-02	2.178777	-4.5922467	0.34894083	CT45A1
ILMN_2161556	8.93e-02	3.48e-02	2.178764	-4.5922736	0.29782047	C12orf49
ILMN_1685616	8.93e-02	3.48e-02	2.178757	-4.5922862	0.6166901	EFNA5
ILMN_2211630	8.93e-02	3.48e-02	-2.178597	-4.5926049	-0.51497094	HINT3
ILMN_1685371	8.93e-02	3.48e-02	-2.178587	-4.5926244	-0.26584615	SUMF2
ILMN_2403965	8.94e-02	3.48e-02	-2.178305	-4.5931843	-0.42132542	TXNDC5
ILMN_1778238	8.94e-02	3.48e-02	2.178297	-4.5932008	0.12090772	UTP6
ILMN_2108808	8.94e-02	3.48e-02	2.17829	-4.5932157	0.32299842	TYRO3P
ILMN_1763869	8.94e-02	3.48e-02	2.178288	-4.5932197	0.15233917	BAI1
ILMN_1760955	8.94e-02	3.48e-02	2.178185	-4.5934234	0.7389129	C1orf100
ILMN_1663541	8.94e-02	3.48e-02	-2.178102	-4.5935884	-0.18832273	B4GALT7
ILMN_1656378	8.94e-02	3.48e-02	-2.177995	-4.5938003	-0.36474099	NMT2
ILMN_1713387	8.94e-02	3.48e-02	-2.177889	-4.5940123	-0.13724596	PHYHIP
ILMN_1803124	8.94e-02	3.49e-02	2.177773	-4.5942425	0.16516591	BIRC5
ILMN_1729180	8.94e-02	3.49e-02	-2.177671	-4.5944438	-0.11956815	GATM
ILMN_3235027	8.95e-02	3.49e-02	2.177567	-4.5946505	0.29438839	TAF1D
ILMN_1762508	8.95e-02	3.49e-02	2.177436	-4.5949114	0.28950064	C9orf72
ILMN_1697670	8.95e-02	3.49e-02	2.177366	-4.5950504	0.10915158	SRRM1
ILMN_2140910	8.95e-02	3.49e-02	2.177153	-4.5954733	0.5038929	OR5P3
ILMN_1767579	8.95e-02	3.49e-02	-2.177076	-4.5956271	-0.17973446	KRR1
ILMN_1802151	8.95e-02	3.49e-02	2.177009	-4.5957598	0.40208716	OSBPL5
ILMN_1685596	8.95e-02	3.49e-02	2.176897	-4.5959808	0.80286008	PNLIP
ILMN_2356578	8.95e-02	3.49e-02	2.176869	-4.5960376	0.37661339	TH
ILMN_1651872	8.95e-02	3.49e-02	2.17681	-4.5961549	0.23685296	UBIAD1
ILMN_3245620	8.96e-02	3.49e-02	-2.176673	-4.5964259	-0.23963716	NAIF1
ILMN_1652762	8.96e-02	3.49e-02	2.176648	-4.5964755	0.25251762	HIC2
ILMN_1737308	8.96e-02	3.49e-02	2.176611	-4.5965507	0.10483531	GLRX
ILMN_1778226	8.96e-02	3.49e-02	-2.176608	-4.5965559	-0.24713815	EXTL3
ILMN_1661010	8.96e-02	3.49e-02	2.176578	-4.5966158	0.33484071	ZMAT1
ILMN_1744784	8.96e-02	3.50e-02	-2.176417	-4.5969352	-0.21708825	TECTA
ILMN_1655711	8.96e-02	3.50e-02	2.176262	-4.5972418	0.60742208	PRLHR
ILMN_1702812	8.97e-02	3.50e-02	2.175862	-4.5980362	0.34478728	FLJ41649
ILMN_1768120	8.97e-02	3.50e-02	2.175649	-4.5984597	0.52528568	C3orf48
ILMN_1802896	8.97e-02	3.50e-02	2.175615	-4.5985264	0.42278553	LOC728116
ILMN_1654497	8.97e-02	3.50e-02	-2.175591	-4.5985746	-0.11742308	ATAD1
ILMN_1791436	8.97e-02	3.50e-02	-2.17551	-4.5987349	-0.16877033	EZH1
ILMN_1812967	8.97e-02	3.50e-02	-2.175469	-4.5988159	-0.2331889	CNPY3
ILMN_1781148	8.99e-02	3.51e-02	2.174533	-4.6006745	0.14522151	ASB10
ILMN_2149292	8.99e-02	3.51e-02	2.174498	-4.6007433	0.5691899	TMEM40
ILMN_3241853	8.99e-02	3.51e-02	2.174374	-4.6009901	0.19712221	RRP7B
ILMN_2332440	8.99e-02	3.51e-02	-2.174282	-4.6011729	-0.28349838	KCNMB2
ILMN_1768994	8.99e-02	3.51e-02	2.174133	-4.601468	0.34716566	BAGE
ILMN_1736597	9.01e-02	3.52e-02	-2.173258	-4.6032039	-0.31574805	TKT
ILMN_1707200	9.01e-02	3.52e-02	2.17322	-4.6032778	0.19274888	B4GALNT2
ILMN_3220934	9.01e-02	3.52e-02	-2.173187	-4.6033443	-0.21829314	NCRNA00152
ILMN_1775739	9.01e-02	3.52e-02	-2.173047	-4.6036219	-0.1091668	CDH20
ILMN_1785114	9.01e-02	3.52e-02	2.173013	-4.6036887	0.17884908	MAGEB3
ILMN_1758661	9.02e-02	3.53e-02	2.1727	-4.6043105	0.34410088	LNPEP
ILMN_1726624	9.02e-02	3.53e-02	2.17267	-4.6043691	0.26919164	YPEL4
ILMN_2347943	9.03e-02	3.53e-02	-2.172137	-4.6054269	-0.27272812	ZNF384
ILMN_1702861	9.03e-02	3.53e-02	-2.172024	-4.6056499	-0.19464658	SGCD
ILMN_1727402	9.04e-02	3.53e-02	2.171659	-4.6063734	0.33330592	HCLS1
ILMN_1657627	9.04e-02	3.53e-02	-2.171637	-4.6064175	-0.47770874	CBFA2T3
ILMN_1809352	9.04e-02	3.53e-02	2.171596	-4.6064991	0.44552238	PRL
ILMN_1756152	9.05e-02	3.54e-02	-2.17118	-4.6073234	-0.31933137	MFSD11
ILMN_1794225	9.05e-02	3.54e-02	-2.171097	-4.6074877	-0.13830413	SLC26A1
ILMN_1690202	9.05e-02	3.54e-02	2.171022	-4.6076363	0.42198467	PTGER3
ILMN_1796126	9.05e-02	3.54e-02	-2.170805	-4.6080649	-0.32790167	MXRA7
ILMN_2231177	9.05e-02	3.54e-02	2.17063	-4.6084122	0.38527014	OR7E24
ILMN_1730487	9.05e-02	3.54e-02	-2.170606	-4.608461	-0.1335774	CALD1
ILMN_1710738	9.05e-02	3.54e-02	-2.170586	-4.6084989	-0.14017857	RC3H2
ILMN_3251629	9.05e-02	3.54e-02	2.170543	-4.6085858	0.48442438	EIF4A1
ILMN_1751040	9.05e-02	3.54e-02	-2.170468	-4.608733	-0.19938305	RAB23
ILMN_3245564	9.06e-02	3.55e-02	-2.170201	-4.6092627	-0.2937985	RICH2
ILMN_1780397	9.06e-02	3.55e-02	-2.170139	-4.6093859	-0.37692885	TRAF3IP3
ILMN_1724497	9.06e-02	3.55e-02	-2.170047	-4.6095678	-0.26175974	ABI2
ILMN_1810591	9.06e-02	3.55e-02	-2.169985	-4.6096894	-0.47268783	PUS10
ILMN_2330170	9.06e-02	3.55e-02	-2.169864	-4.6099294	-0.28878634	MYBPC1
ILMN_1812679	9.06e-02	3.55e-02	-2.16974	-4.610176	-0.1882965	UPK1B
ILMN_1801516	9.06e-02	3.55e-02	-2.1697	-4.6102544	-0.38622759	GPC1
ILMN_2390227	9.07e-02	3.55e-02	-2.16954	-4.6105723	-0.23782577	TBC1D9B
ILMN_2385688	9.07e-02	3.55e-02	2.169461	-4.6107272	0.18120532	RABL2B
ILMN_1806691	9.07e-02	3.55e-02	2.16946	-4.6107306	0.64275272	GHSR
ILMN_1705663	9.07e-02	3.55e-02	-2.169058	-4.6115268	-0.31959446	DMXL2
ILMN_2364376	9.08e-02	3.56e-02	-2.168868	-4.6119032	-0.11533102	ILK
ILMN_1672443	9.08e-02	3.56e-02	-2.168544	-4.6125446	-0.48221197	QDPR
ILMN_1798061	9.08e-02	3.56e-02	-2.168496	-4.6126379	-0.25525456	ZFYVE26
ILMN_1771118	9.08e-02	3.56e-02	-2.168453	-4.6127242	-0.36248479	SLCO1B1
ILMN_1802029	9.08e-02	3.56e-02	2.168404	-4.612821	0.37858823	CTAGE1
ILMN_1790962	9.08e-02	3.56e-02	-2.16837	-4.6128875	-0.21775141	RINL
ILMN_1710070	9.09e-02	3.56e-02	-2.168239	-4.6131483	-0.44082878	PCSK6
ILMN_1685174	9.09e-02	3.56e-02	-2.168093	-4.6134357	-0.25548648	CPB1
ILMN_1684694	9.09e-02	3.56e-02	-2.167929	-4.6137603	-0.1177728	ANK1
ILMN_1710354	9.09e-02	3.57e-02	-2.167722	-4.6141702	-0.21172397	KIFC3
ILMN_1662687	9.10e-02	3.57e-02	-2.167466	-4.614678	-0.13594758	PKN1
ILMN_1660413	9.10e-02	3.57e-02	-2.167415	-4.6147778	-0.34786211	SGK2
ILMN_1716070	9.10e-02	3.57e-02	2.167408	-4.6147925	0.3608616	SOX1
ILMN_2082324	9.10e-02	3.57e-02	2.167381	-4.6148463	0.3407427	SLC36A4
ILMN_1686414	9.10e-02	3.57e-02	-2.167132	-4.6153375	-0.34211937	ZC3H14
ILMN_1673234	9.10e-02	3.57e-02	-2.167046	-4.6155089	-0.16540029	PKDREJ
ILMN_1754913	9.10e-02	3.57e-02	2.166922	-4.6157547	0.16509703	WDR88
ILMN_1774389	9.10e-02	3.57e-02	2.166878	-4.61584	0.12336233	LRRC36
ILMN_2260313	9.11e-02	3.57e-02	-2.166732	-4.6161302	-0.21803715	CRYBA2
ILMN_1679897	9.11e-02	3.57e-02	2.166687	-4.6162189	0.79428201	IGFL3
ILMN_1705466	9.11e-02	3.58e-02	2.166327	-4.6169319	0.32423486	FLJ30058
ILMN_2120360	9.11e-02	3.58e-02	2.166255	-4.6170728	0.23126427	LOC729164
ILMN_1767643	9.12e-02	3.58e-02	2.165952	-4.617672	0.56599282	CTRB2
ILMN_1701877	9.12e-02	3.58e-02	-2.165887	-4.6178012	-0.35436032	AXL
ILMN_2399392	9.12e-02	3.58e-02	-2.165866	-4.6178421	-0.22676363	SIL1
ILMN_1654287	9.12e-02	3.58e-02	-2.165851	-4.6178721	-0.29124383	ADCY9
ILMN_1654998	9.12e-02	3.58e-02	-2.165693	-4.6181845	-0.26190538	SMEK1
ILMN_1704206	9.12e-02	3.58e-02	2.165582	-4.6184038	0.41007866	NPSR1
ILMN_1660812	9.12e-02	3.58e-02	-2.165548	-4.6184707	-0.40486676	C14orf11
ILMN_1760990	9.13e-02	3.59e-02	2.165301	-4.6189596	0.32306413	SH3GL3
ILMN_2272857	9.13e-02	3.59e-02	-2.1652	-4.6191596	-0.3051838	GCOM1
ILMN_1788769	9.13e-02	3.59e-02	2.165124	-4.6193097	0.50735844	MAS1
ILMN_3239757	9.13e-02	3.59e-02	2.165068	-4.6194202	0.21890376	LOC100130386
ILMN_1716093	9.13e-02	3.59e-02	-2.165034	-4.6194886	-0.30195331	KRT10
ILMN_1746206	9.13e-02	3.59e-02	-2.165029	-4.6194985	-0.4349313	AZI1
ILMN_1745262	9.13e-02	3.59e-02	2.164783	-4.6199836	0.12606275	REM2
ILMN_1700798	9.13e-02	3.59e-02	-2.164711	-4.6201267	-0.16751794	KCNH2
ILMN_2277246	9.14e-02	3.59e-02	-2.164622	-4.6203019	-0.15464177	SDCBP2
ILMN_3242842	9.14e-02	3.59e-02	2.164249	-4.6210396	0.88571756	REXO1L2P
ILMN_2197750	9.15e-02	3.60e-02	-2.163961	-4.6216095	-0.13363793	TSPY3
ILMN_1705677	9.15e-02	3.60e-02	-2.16388	-4.6217695	-0.14935723	C1orf220
ILMN_2178771	9.15e-02	3.60e-02	2.163745	-4.6220369	0.25692874	DMRTC2
ILMN_1729645	9.15e-02	3.60e-02	-2.163602	-4.6223194	-0.27241684	BBC3
ILMN_1806415	9.16e-02	3.60e-02	2.163269	-4.622976	0.23486714	TTLL1
ILMN_1763561	9.16e-02	3.60e-02	-2.163201	-4.6231104	-0.31423746	OSBPL6
ILMN_1686804	9.17e-02	3.61e-02	-2.162828	-4.6238484	-0.26077119	CCRK
ILMN_2180606	9.17e-02	3.61e-02	-2.162775	-4.6239523	-0.24015743	NAT13
ILMN_1698585	9.17e-02	3.61e-02	2.162546	-4.6244057	0.30268224	SLC6A20
ILMN_2281404	9.17e-02	3.61e-02	-2.162493	-4.6245099	-0.16845019	ZNF74
ILMN_1767441	9.17e-02	3.61e-02	-2.162379	-4.6247353	-0.22070583	FBXL14
ILMN_1754002	9.17e-02	3.61e-02	2.162236	-4.6250174	0.62539783	IL1F8
ILMN_1736448	9.17e-02	3.61e-02	2.162135	-4.6252158	0.3090518	VWC2
ILMN_1759952	9.17e-02	3.61e-02	-2.162102	-4.6252823	-0.13607211	PSMA5
ILMN_3165381	9.17e-02	3.61e-02	-2.162074	-4.6253366	-0.0940112	ERCC-00054
ILMN_2166524	9.17e-02	3.61e-02	2.162048	-4.6253886	0.14663107	CCNYL1
ILMN_3241051	9.17e-02	3.61e-02	2.162047	-4.6253913	0.28960888	LOC644907
ILMN_2415911	9.17e-02	3.61e-02	-2.162015	-4.6254536	-0.34729652	ENOX2
ILMN_2354696	9.17e-02	3.61e-02	2.161987	-4.6255088	0.30906357	C1orf117
ILMN_1717976	9.18e-02	3.61e-02	2.161696	-4.6260834	0.26262736	BCL2L14
ILMN_2051731	9.18e-02	3.62e-02	2.161639	-4.6261964	0.23661709	DUSP5P
ILMN_1709590	9.19e-02	3.62e-02	-2.161327	-4.6268113	-0.24857639	PGM5
ILMN_1714401	9.19e-02	3.62e-02	-2.161249	-4.6269653	-0.14512154	SNX27
ILMN_1705522	9.19e-02	3.62e-02	2.161223	-4.6270166	0.53154914	SPAG1
ILMN_2120273	9.19e-02	3.62e-02	-2.161196	-4.6270714	-0.09899665	AP1S2
ILMN_1681016	9.19e-02	3.62e-02	-2.161104	-4.6272522	-0.31904415	SPNS1
ILMN_1779015	9.19e-02	3.62e-02	-2.160973	-4.6275105	-0.27858676	ZNF467
ILMN_1660691	9.19e-02	3.62e-02	2.160955	-4.6275464	0.14671816	RAB31
ILMN_1745471	9.19e-02	3.62e-02	-2.160855	-4.6277432	-0.16976722	IRF9
ILMN_1755414	9.19e-02	3.62e-02	2.160828	-4.6277972	0.60377386	C12orf36
ILMN_1769538	9.19e-02	3.62e-02	2.160641	-4.6281672	0.22831341	C9orf139
ILMN_2206500	9.19e-02	3.62e-02	-2.160492	-4.6284612	-0.37095364	UGT2B4
ILMN_1669714	9.19e-02	3.62e-02	-2.16049	-4.6284654	-0.59697643	MYH7
ILMN_1734810	9.20e-02	3.63e-02	-2.160241	-4.6289563	-0.31777328	PJA1
ILMN_1735108	9.21e-02	3.63e-02	-2.159863	-4.6297015	-0.36627815	ANKS6
ILMN_3265895	9.21e-02	3.63e-02	-2.159669	-4.6300841	-0.2967478	HNRNPR
ILMN_2073235	9.21e-02	3.63e-02	-2.159437	-4.6305418	-0.26963226	FTHL12
ILMN_1653266	9.21e-02	3.63e-02	2.159344	-4.6307253	0.12595822	DNAJB14
ILMN_1738322	9.22e-02	3.63e-02	2.159252	-4.6309069	0.37275602	SHROOM1
ILMN_1740776	9.22e-02	3.64e-02	2.159056	-4.6312947	0.75872989	OR5B12
ILMN_1699562	9.22e-02	3.64e-02	2.158976	-4.6314515	0.41884243	EFCAB1
ILMN_1671191	9.22e-02	3.64e-02	-2.158972	-4.6314605	-0.15057056	UQCRC1
ILMN_2166686	9.22e-02	3.64e-02	2.158939	-4.631525	0.22353242	NUFIP1
ILMN_1658576	9.22e-02	3.64e-02	2.158827	-4.631745	0.45847862	PTPRN
ILMN_2113606	9.22e-02	3.64e-02	-2.158823	-4.6317545	-0.12224804	CCL27
ILMN_2056932	9.22e-02	3.64e-02	2.158749	-4.6318999	0.3328543	SPEM1
ILMN_2353276	9.22e-02	3.64e-02	2.158743	-4.6319122	0.42508856	UPK3B
ILMN_1789464	9.23e-02	3.64e-02	2.158156	-4.6330684	0.25743905	SERINC5
ILMN_2380588	9.23e-02	3.65e-02	-2.15798	-4.6334162	-0.20761096	C6orf108
ILMN_1719975	9.23e-02	3.65e-02	-2.157953	-4.6334697	-0.12029957	HOXC4
ILMN_1762098	9.23e-02	3.65e-02	-2.157917	-4.6335406	-0.35220607	ZNF747
ILMN_2401714	9.23e-02	3.65e-02	-2.157829	-4.633714	-0.13122481	MS4A1
ILMN_1663787	9.24e-02	3.65e-02	2.157743	-4.633884	0.84677269	KLK3
ILMN_1660963	9.24e-02	3.65e-02	2.157339	-4.6346793	0.27423924	CCIN
ILMN_1661674	9.24e-02	3.65e-02	2.157307	-4.6347441	0.14214508	VCL
ILMN_1748034	9.25e-02	3.65e-02	-2.157139	-4.6350736	-0.22549612	KLHDC4
ILMN_2112493	9.25e-02	3.65e-02	-2.157079	-4.6351936	-0.16654849	DAP
ILMN_1745963	9.25e-02	3.65e-02	-2.157074	-4.6352028	-0.28168461	FOLR2
ILMN_1807771	9.25e-02	3.65e-02	2.157064	-4.6352229	0.50189307	PFTK2
ILMN_2408851	9.25e-02	3.66e-02	-2.156788	-4.6357669	-0.3082419	ARHGAP30
ILMN_1741404	9.25e-02	3.66e-02	2.156764	-4.6358128	0.37903103	MSC
ILMN_1702171	9.25e-02	3.66e-02	-2.156738	-4.6358654	-0.29297188	LPCAT1
ILMN_1766668	9.25e-02	3.66e-02	-2.156603	-4.6361304	-0.28540719	PCDH7
ILMN_1673982	9.25e-02	3.66e-02	2.156585	-4.6361658	0.56494893	C11orf40
ILMN_1653443	9.25e-02	3.66e-02	-2.156458	-4.6364175	-0.25655812	CDK2
ILMN_1747546	9.26e-02	3.66e-02	-2.156265	-4.6367965	-0.2322871	TSPAN1
ILMN_1793213	9.26e-02	3.66e-02	2.156186	-4.6369529	0.29661854	SOX30
ILMN_1683298	9.26e-02	3.66e-02	-2.156043	-4.6372353	-0.17351868	MEN1
ILMN_1690911	9.26e-02	3.66e-02	2.155967	-4.6373838	0.15505715	C16orf87
ILMN_2086222	9.26e-02	3.66e-02	-2.155955	-4.6374073	-0.21269959	BRWD2
ILMN_2224990	9.26e-02	3.66e-02	-2.15595	-4.6374178	-0.1330158	HIST1H4J
ILMN_2375973	9.26e-02	3.66e-02	2.155818	-4.6376785	0.18312955	ALKBH1
ILMN_1665246	9.26e-02	3.66e-02	2.155739	-4.6378338	0.12575205	UMODL1
ILMN_3238904	9.26e-02	3.66e-02	2.155713	-4.6378846	0.28447558	LOC100130987
ILMN_3246962	9.26e-02	3.66e-02	-2.155644	-4.6380207	-0.37740108	CYTSA
ILMN_1694346	9.27e-02	3.67e-02	2.155446	-4.6384112	0.36103009	CRHR2
ILMN_1749009	9.27e-02	3.67e-02	2.155391	-4.6385197	0.10831961	REXO2
ILMN_1756125	9.27e-02	3.67e-02	2.155201	-4.6388928	0.23331939	H1FNT
ILMN_1813100	9.27e-02	3.67e-02	-2.15517	-4.638955	-0.15373856	KIAA1244
ILMN_2276431	9.27e-02	3.67e-02	2.155008	-4.6392732	0.3682808	DPH2
ILMN_1751445	9.27e-02	3.67e-02	2.154947	-4.6393945	0.53076724	PPY
ILMN_1694979	9.27e-02	3.67e-02	2.154939	-4.639409	0.26938413	TTC29
ILMN_2170157	9.27e-02	3.67e-02	2.154924	-4.6394397	0.62615755	VCY
ILMN_1710859	9.28e-02	3.67e-02	2.154556	-4.640164	0.30265833	PCSK1
ILMN_1731729	9.28e-02	3.67e-02	-2.15443	-4.6404118	-0.43047234	OCLN
ILMN_1685493	9.28e-02	3.67e-02	2.154414	-4.6404441	0.29859688	TMCC3
ILMN_1752089	9.28e-02	3.68e-02	2.154342	-4.6405859	0.41020725	IL17RE
ILMN_2320964	9.28e-02	3.68e-02	-2.154182	-4.6408998	-0.25549016	ADAR
ILMN_3243312	9.28e-02	3.68e-02	2.154078	-4.6411046	0.36142666	ZC3H12D
ILMN_1659576	9.29e-02	3.68e-02	-2.153881	-4.6414922	-0.42610065	FPGS
ILMN_1696974	9.29e-02	3.68e-02	-2.153805	-4.6416422	-0.12608102	ANG
ILMN_2074432	9.29e-02	3.68e-02	2.153771	-4.6417089	0.56453643	OR2A1
ILMN_1723871	9.29e-02	3.68e-02	-2.153747	-4.6417574	-0.15298875	OTUB1
ILMN_1798085	9.29e-02	3.68e-02	-2.153657	-4.6419339	-0.21210333	EID2B
ILMN_3241501	9.29e-02	3.68e-02	2.153634	-4.6419802	0.184893	GPRIN2
ILMN_2203588	9.29e-02	3.68e-02	-2.153594	-4.6420574	-0.39316404	MYL5
ILMN_1739985	9.29e-02	3.68e-02	2.15355	-4.6421451	0.20910359	TAGAP
ILMN_2242299	9.29e-02	3.68e-02	2.153524	-4.6421956	0.16300862	AJAP1
ILMN_1707398	9.29e-02	3.68e-02	2.153395	-4.642449	0.33250531	ESRRB
ILMN_2311835	9.29e-02	3.68e-02	2.153192	-4.6428495	0.1422871	CACNA1G
ILMN_1797341	9.30e-02	3.69e-02	-2.153065	-4.6431003	-0.10035665	ARID1A
ILMN_1699121	9.30e-02	3.69e-02	-2.152678	-4.643862	-0.13947434	TMEM16B
ILMN_3234823	9.30e-02	3.69e-02	-2.152673	-4.6438717	-0.1661058	LOC729338
ILMN_3308500	9.30e-02	3.69e-02	2.15263	-4.6439553	0.19730829	MIR611
ILMN_1756261	9.30e-02	3.69e-02	-2.152619	-4.6439772	-0.1517672	GPR143
ILMN_1684570	9.30e-02	3.69e-02	-2.152571	-4.644071	-0.10135434	IL29
ILMN_1700611	9.30e-02	3.69e-02	2.152397	-4.644414	0.38268378	CDK10
ILMN_2278729	9.30e-02	3.69e-02	2.15237	-4.6444676	0.35541966	EIF3B
ILMN_1716553	9.31e-02	3.69e-02	2.152145	-4.6449106	0.61029625	KIF23
ILMN_1709085	9.31e-02	3.69e-02	2.152068	-4.6450615	0.49029938	GSG2
ILMN_3249074	9.31e-02	3.69e-02	2.15201	-4.645176	0.50629719	SEC1
ILMN_1743199	9.31e-02	3.69e-02	2.152008	-4.6451805	0.31721502	EGR2
ILMN_2352293	9.31e-02	3.69e-02	-2.152005	-4.6451852	-0.24051578	PRDM10
ILMN_2373266	9.31e-02	3.70e-02	2.151794	-4.6456011	0.22345029	SFRS12
ILMN_3248428	9.32e-02	3.70e-02	2.151398	-4.6463798	0.29805214	NCRNA00028
ILMN_3238977	9.32e-02	3.70e-02	2.151329	-4.6465158	0.69696076	LOC650368
ILMN_1736536	9.32e-02	3.70e-02	2.151212	-4.6467453	0.7037561	TPRX1
ILMN_1775743	9.32e-02	3.70e-02	2.151187	-4.6467943	0.09828504	BTG1
ILMN_1792986	9.32e-02	3.70e-02	-2.151167	-4.646834	-0.31045633	RFC1
ILMN_2061565	9.33e-02	3.70e-02	-2.150916	-4.6473282	-0.27475431	PLCH2
ILMN_1652735	9.33e-02	3.70e-02	-2.150834	-4.6474897	-0.27080783	RFXAP
ILMN_2361311	9.33e-02	3.71e-02	-2.150652	-4.6478472	-0.20613688	ZNF107
ILMN_3238628	9.33e-02	3.71e-02	2.150515	-4.6481155	0.31097542	BSX
ILMN_1761946	9.34e-02	3.71e-02	-2.150185	-4.6487661	-0.25424523	PROM2
ILMN_1699724	9.34e-02	3.71e-02	-2.150083	-4.6489656	-0.15366831	C2orf3
ILMN_1674793	9.35e-02	3.72e-02	-2.14952	-4.650072	-0.15964459	LRRC17
ILMN_2239069	9.35e-02	3.72e-02	2.14949	-4.6501315	0.33655058	CCDC108
ILMN_2244889	9.35e-02	3.72e-02	-2.149313	-4.6504801	-0.37255186	ELMO2
ILMN_1654457	9.36e-02	3.72e-02	-2.149108	-4.6508826	-0.35859913	TXN2
ILMN_2195236	9.36e-02	3.72e-02	-2.149028	-4.6510385	-0.10948076	PGRMC2
ILMN_1656287	9.36e-02	3.72e-02	-2.148979	-4.6511353	-0.27675675	SPOCK2
ILMN_1810554	9.37e-02	3.72e-02	-2.14852	-4.6520372	-0.31944938	PDPK1
ILMN_1666468	9.37e-02	3.72e-02	2.148404	-4.652265	0.12348392	ROBO1
ILMN_1697666	9.37e-02	3.73e-02	2.148373	-4.652327	0.23312761	NRARP
ILMN_1682339	9.37e-02	3.73e-02	-2.148223	-4.6526221	-0.13787385	C19orf57
ILMN_2156687	9.38e-02	3.73e-02	-2.147917	-4.6532234	-0.20734538	DFNB59
ILMN_2127451	9.38e-02	3.73e-02	2.147902	-4.6532521	0.57359926	LOC401589
ILMN_1679527	9.38e-02	3.73e-02	2.147786	-4.6534798	0.38237021	IAPP
ILMN_1777487	9.38e-02	3.73e-02	-2.147544	-4.6539557	-0.19470593	ZNF839
ILMN_1737635	9.38e-02	3.73e-02	-2.147442	-4.6541563	-0.35168562	RAD1
ILMN_2375003	9.38e-02	3.73e-02	-2.147416	-4.6542067	-0.29300021	MAP4K4
